CHR	STRAND	TSS	GENE
12	+	126927026	RP5-944M2.3
12	-	12715448	DUSP16
12	-	127174864	RP11-407A16.3
12	+	127221552	LINC00943
12	-	127256808	LINC00944
12	-	127359236	RP11-983C2.2
1	+	212738675	ATF3
12	-	127544942	RP11-575F12.1
12	+	12764766	CREBL2
1	+	212781969	ATF3
12	-	127824617	RP11-955H22.3
1	+	212788359	ATF3
1	+	212797788	FAM71A
12	+	128366161	FLJ37505
12	+	128399954	LINC00507
12	-	12849121	GPR19
12	-	128602686	RP13-653N12.1
12	+	128602761	RP13-653N12.2
12	+	12870203	CDKN1B
1	-	212873327	BATF3
12	+	128751947	TMEM132C
12	+	128778636	MIR3612
12	+	12878850	APOLD1
12	+	12917582	MIR613
12	-	129308541	SLC15A4
12	+	129338080	GLT1D1
12	+	12938540	APOLD1
12	+	129594234	RP11-669N7.2
1	-	212965139	NSL1
1	+	212965169	TATDN3
12	+	12966279	DDX47
12	+	129693145	RP11-669N7.3
1	-	213020991	SPATA45
12	+	13028410	RPL13AP20
1	-	213031480	FLVCR1-AS1
1	+	213031596	FLVCR1
12	-	130388212	TMEM132D
12	+	13043955	GPRC5A
12	-	130526887	RP11-474D1.3
12	-	130646223	FZD10-AS1
12	+	130647003	FZD10
12	+	13068762	MIR614
12	+	130822432	PIWIL1
12	-	131002410	RIMBP2
12	-	13103318	GPRC5D
1	+	213123886	VASH2
12	-	131323819	STX2
12	+	13132770	RP11-392P7.6
12	+	131356616	RAN
12	+	131438451	GPR133
12	-	13153243	HEBP1
12	+	13153375	HTR7P1
12	+	131649555	LINC01257
12	+	131832014	RP13-507P19.2
1	-	213189168	ANGEL2
12	+	13197314	KIAA1467
12	+	132195631	SFSWAP
1	+	213224574	RPS6KC1
12	+	132312940	MMP17
12	+	132379278	ULK1
12	+	132413744	PUS1
12	+	132413797	PUS1
12	+	132413812	PUS1
12	+	132434464	EP400
12	-	13248740	GSG1
12	+	132515768	SNORA49
12	-	13256630	GSG1
12	+	132568827	EP400NL
12	-	132628880	DDX51
12	+	132628992	NOC4L
12	-	132690573	GALNT9
12	+	132851976	LOC100130238
12	-	132905905	GALNT9
12	+	133067156	FBRSL1
12	+	133158582	MIR6763
12	-	133187037	LRCOL1
12	+	133195365	P2RX2
12	-	133264110	POLE
12	+	133264191	PXMP2
12	+	133287392	PGAM5
12	-	133338474	ANKLE2
12	-	133405288	GOLGA3
12	-	133405426	GOLGA3
12	-	133464204	CHFR
12	+	133464427	LOC101928530
12	+	13349601	EMP1
12	-	133532868	ZNF605
12	-	133532892	ZNF605
12	+	133562933	ZNF26
12	-	133613808	RP11-386I8.6
12	+	133613871	ZNF84
12	+	133614167	ZNF84
12	+	133657036	ZNF140
12	-	133707059	ZNF891
12	+	133707213	ZNF10
12	+	133757994	ZNF268
12	+	133758059	ZNF268
12	-	133812422	ANHX
12	-	13529679	C12orf36
1	-	2139172	C1orf86
1	+	214098091	LINC00538
12	-	14133022	GRIN2B
1	+	214161277	PROX1
1	+	214161843	PROX1
1	-	21437876	EIF4G3
1	-	2144159	C1orf86
1	+	214454564	SMYD2
12	+	14518565	ATF7IP
12	+	14537997	ATF7IP
12	-	14720791	PLBD1
1	-	214725024	PTPN14
1	+	214776531	CENPF
12	-	14849519	GUCY2C
12	-	14924065	HIST4H4
12	+	14927269	H2AFJ
12	-	14956401	WBP11
12	+	14956505	C12orf60
12	-	14967116	SMCO3
12	-	14996413	ART4
1	-	21501251	EIF4G3
1	-	21503381	EIF4G3
12	-	15038853	MGP
12	-	15091463	ERP27
12	-	15114562	ARHGDIB
12	+	15125955	PDE6H
1	+	215178884	KCNK2
1	+	215256559	KCNK2
12	+	15304856	RERG-AS1
12	-	15374411	RERG
12	+	15475190	PTPRO
12	+	15699277	PTPRO
1	+	215740734	KCTD3
12	-	15942510	EPS8
1	+	2160133	SKI
12	+	16035287	STRAP
1	-	21606183	ECE1
12	+	16064185	DERA
12	+	1609656	LINC00942
1	-	21616766	ECE1
1	-	21616982	ECE1
1	+	21619782	RP5-1071N3.1
12	-	16430619	SLC15A5
12	+	16500075	MGST1
12	+	16500576	MGST1
12	+	16500711	MGST1
12	+	16506350	MGST1
1	-	216596738	USH2A
1	-	21672034	ECE1
12	-	16758313	LMO3
12	-	16758904	LMO3
12	-	16759536	LMO3
12	-	16759734	LMO3
12	-	16760084	LMO3
12	-	16761148	LMO3
1	-	216896814	ESRRG
1	-	216978709	ESRRG
12	-	1703331	FBXL14
1	-	217113015	ESRRG
1	-	217113017	ESRRG
12	+	17141680	SKP1P2
1	-	217250312	ESRRG
12	+	1726221	WNT5B
1	-	217262987	ESRRG
1	-	217263196	ESRRG
1	-	217311097	ESRRG
12	+	1738411	WNT5B
12	+	176048	IQSEC3
1	+	21766582	NBPF3
12	-	1769546	MIR3649
1	-	217804409	GPATCH2
1	+	217804694	SPATA17
12	+	17826232	MIR3974
12	+	1800246	ADIPOR2
1	+	218066241	LINC00210
1	+	218216846	RP11-152L7.2
12	-	18243127	RERGL
1	+	21835857	ALPL
12	+	18414473	PIK3C2G
1	+	218458628	RRP15
1	+	218518675	TGFB2
1	-	218519020	RP11-224O19.2
12	+	186541	IQSEC3
12	-	18890993	PLCZ1
12	+	18891044	CAPZA3
12	+	19282625	PLEKHA5
12	+	1929432	LRTM2
1	-	219347130	RP11-135J2.4
1	+	219347191	LYPLAL1
12	+	19358258	PLEKHA5
12	+	19592607	AEBP2
12	+	19593514	AEBP2
1	-	21978348	RAP1GAP
1	-	21995856	RAP1GAP
1	+	220046618	RNU5F-1
1	-	220101993	SLC30A10
12	+	20167618	RP11-664H17.1
1	-	220220000	EPRS
1	-	220263195	BPNT1
1	+	220267454	IARS2
12	-	2027870	CACNA2D4
1	-	220291304	MIR215
1	-	220291583	MIR194-1
1	-	220373961	MIR664A
1	-	220374018	SNORA36B
1	-	220441057	AURKAPS1
1	-	220445843	RAB3GAP2
12	-	2045742	LINC00940
12	+	20522178	PDE3A
1	+	220701524	MARK1
12	+	20724797	PDE3A
12	+	20848288	SLCO1C1
12	+	20848398	SLCO1C1
1	+	220863627	C1orf115
1	+	220921675	MARC2
1	+	220960038	MARC1
12	+	20963637	SLCO1B3
1	+	221002596	RP11-295M18.2
1	+	221052742	HLX
1	-	221053482	HLX-AS1
1	-	22109688	USP48
12	-	2113677	DCP1B
12	+	21168629	SLCO1B7
12	+	21284127	SLCO1B1
1	+	22138757	LDLRAD2
12	-	21487832	SLCO1A2
1	-	221509638	C1orf140
12	+	21525801	IAPP
12	-	21548371	SLCO1A2
12	+	21590537	PYROXD1
12	+	2162415	CACNA1C
12	+	2162450	CACNA1C
12	-	21654603	RECQL
12	+	21654698	GOLT1B
12	+	21679255	C12orf39
12	-	21757781	GYS2
12	-	21810728	LDHB
12	-	21810789	LDHB
1	-	221910242	DUSP10
1	-	221910802	DUSP10
1	-	221915516	DUSP10
1	-	221915518	DUSP10
12	-	21927755	KCNJ8
12	-	22089628	ABCC9
12	+	22199109	CMAS
12	-	22487648	ST8SIA1
1	-	22263750	HSPG2
12	-	22697480	C2CD5
1	-	222721444	HHIPL2
1	+	222763261	RP11-378J18.3
1	-	222763275	TAF1A
1	+	222763300	RP11-378J18.3
12	+	22778075	ETNK1
1	+	222791443	MIA3
1	-	222885864	AIDA
1	+	222885894	BROX
1	+	222886662	BROX
1	+	222910557	FAM177B
1	+	222988430	DISP1
1	+	22303417	CELA3B
1	+	22328148	CELA3A
1	-	223316624	TLR5
12	-	2332647	CACNA1C-AS4
1	+	22351683	LINC00339
1	+	22351996	LINC00339
1	-	22352541	RP1-224A6.3
1	-	223537544	SUSD4
1	+	223566714	C1orf65
12	-	23737546	SOX5
12	+	2378941	CACNA1C-IT3
1	+	22379119	CDC42
1	-	223853436	CAPN8
1	+	223889294	CAPN2
1	+	223900118	CAPN2
1	-	224033674	TP53BP2
12	-	24102637	SOX5
12	-	24103966	SOX5
1	+	224301788	FBXO28
12	+	24365354	MIR920
1	+	224370909	DEGS1
1	-	224400981	LOC101927143
1	+	224407314	RP11-365O16.6
1	-	224444843	MIR320B2
1	-	224517891	NVL
1	+	224544512	CNIH4
1	-	224586013	MIR4742
1	-	224622001	WDR26
1	-	22469519	WNT4
12	-	24715383	SOX5
12	-	24737102	LINC00477
1	+	224804178	CNIH3
12	-	25055322	BCAT1
12	-	25056009	BCAT1
12	-	25102393	BCAT1
1	+	225117355	DNAH14
1	+	225117362	DNAH14
12	-	25150373	C12orf77
12	+	25205180	LRMP
12	-	25348094	CASC1
12	+	25348149	LYRM5
12	-	25403865	KRAS
1	-	225615815	LBR
1	-	225616557	LBR
12	-	25706217	IFLTD1
12	-	25801496	IFLTD1
12	-	258332	RP11-598F7.4
1	-	225840845	ENAH
1	+	225965514	SRP9
1	+	225997775	EPHX1
1	+	225997835	EPHX1
1	+	226013001	EPHX1
12	-	26027012	MIR4302
1	-	226070420	TMEM63A
1	-	226076846	LEFTY1
1	-	226109842	MIR6741
12	-	26110518	RASSF8-AS1
12	+	26111963	RASSF8
1	-	226112040	PYCR2
12	-	26112375	RASSF8-AS1
12	+	26126687	RASSF8
1	-	226129083	LEFTY2
1	-	226187066	SDE2
12	+	26205490	RASSF8
1	+	226250407	H3F3A
1	+	226250427	H3F3AP4
12	-	26278003	BHLHE41
12	+	26348268	SSPN
12	+	26348505	SSPN
1	-	226374423	ACBD3
1	+	226411318	MIXL1
1	-	226497204	LIN9
1	-	226497449	LIN9
1	-	226595801	PARP1
1	+	226736500	C1orf95
1	-	226862769	ITPKB-IT1
1	-	226926876	ITPKB
12	-	26986131	ITPR2
1	+	227058272	PSEN2
12	-	27091254	ASUN
12	+	27091304	FGFR1OP2
1	+	227127937	ADCK3
12	-	27167339	TM7SF3
12	+	27175454	MED21
12	-	27235455	C12orf71
12	+	27397077	STK38L
12	+	27485786	ARNTL2
1	-	227505826	CDC42BPA
12	-	27599567	ARNTL2-AS1
12	+	27619742	SMCO2
12	+	27677044	PPFIBP1
1	+	227751219	ZNF678
1	+	22778343	ZBTB40
12	+	27849427	REP15
12	+	27863705	MRPS35
1	-	227885408	ZNF847P
1	+	227916239	LOC100130093
1	+	227922696	SNAP47
1	-	227923112	JMJD4
12	-	27924209	MANSC4
12	+	27933186	KLHL42
12	-	2800323	CACNA1C-AS1
1	+	228003417	PRSS38
12	-	28122894	PTHLH
12	-	28124916	PTHLH
1	-	228129384	MIR5008
1	-	228135676	WNT9A
1	+	228194722	WNT3A
1	+	228270360	ARF1
1	+	228270850	ARF1
1	+	228284963	MIR3620
1	-	228291022	C1orf35
1	-	228297013	MRPL55
1	+	228327784	GUK1
1	+	228327928	GUK1
1	+	228332403	GUK1
1	+	228337414	GJC2
1	-	228352549	IBA57-AS1
1	-	228353213	IBA57-AS1
1	+	228353428	IBA57
1	+	228395830	OBSCN
1	-	228401356	C1orf145
1	-	228401365	C1orf145
1	-	2284100	LOC100129534
12	+	28410132	CCDC91
1	-	228584810	MIR6742
1	-	228594517	TRIM11
1	-	228604583	TRIM17
1	-	228613026	HIST3H3
1	-	228645560	HIST3H2A
1	+	228645807	HIST3H2BB
1	+	228649774	MIR4666A
1	+	228675067	RNF187
1	-	228699989	BTNL10
1	+	228780393	RHOU
1	+	228780656	DUSP5P1
12	-	2880835	RP11-885B4.2
1	+	228870823	RHOU
1	+	22890003	EPHA8
12	+	2904107	FKBP4
12	+	2921786	ITFG2
12	+	29301935	FAR2
12	+	29376555	FAR2
1	+	229406808	RAB4A
1	+	229440128	SPHAR
12	-	2944221	NRIP2
12	+	2945981	LOC100507424
12	-	29470781	RP11-996F15.2
1	-	229478688	CCSAP
12	-	29534143	ERGIC2
12	+	29542226	OVCH1-AS1
1	-	229569843	ACTA1
1	-	22959859	MIR6127
1	+	22963117	C1QA
1	-	229644088	NUP133
1	+	229644176	RP4-613A2.1
12	-	29650619	OVCH1
1	-	229694442	ABCB10
1	+	22970117	C1QC
1	-	229761794	TAF5L
1	+	229761980	URB2
1	+	22979681	C1QB
12	+	2985423	RHNO1
12	-	2986321	FOXM1
12	+	2986364	RHNO1
12	-	29936743	TMTC1
12	-	29937692	TMTC1
12	+	3000032	TULP3
1	+	230202955	GALNT2
1	+	23037330	EPHB2
1	+	23046009	MIR4684
1	-	230561674	PGBD5
12	+	3068477	TEAD4
12	+	3068747	TEAD4
1	+	230778201	COG2
12	-	30830178	IPO8
12	-	30848929	IPO8
1	-	230850336	AGT
1	+	230883129	CAPN9
1	+	230883160	CAPN9
12	-	30907448	CAPRIN2
12	+	30948614	LINC00941
1	-	230991782	C1orf198
1	-	231004302	C1orf198
1	-	231005335	C1orf198
1	+	231010591	RP5-858B6.3
12	+	31079837	TSPAN11
1	-	231114618	TTC13
1	+	231114822	ARV1
1	-	231155670	MIR1182
1	-	231175995	FAM89A
12	+	31226778	DDX11
12	-	31226781	DDX11-AS1
1	+	231298673	TRIM67
1	-	231323373	RP5-1097F14.3
1	+	231376918	GNPAT
1	-	231376924	C1orf131
1	-	231473578	EXOC8
1	+	231473681	SPRTN
12	+	31477249	FLJ13224
12	-	31479121	FAM60A
12	-	31479159	FAM60A
1	-	231560790	EGLN1
1	-	231612271	SNRPD2P2
1	+	231664398	TSNAX
1	+	231664398	TSNAX-DISC1
12	+	31742856	DENND5B-AS1
12	-	31743952	DENND5B
1	-	231747836	LINC00582
1	+	231762560	DISC1
12	+	31800093	METTL20
12	+	31812120	METTL20
12	+	31812608	METTL20
12	+	3186520	TSPAN9
12	-	31882108	AMN1
1	-	23189719	MIR4253
12	-	31945175	H3F3C
1	-	231954263	DISC2
12	+	32112352	KIAA1551
12	-	32146802	RNU6-78P
12	+	32260184	BICD1
12	-	322613	SLC6A12
12	-	322863	SLC6A12
1	-	2322993	MORN1
1	+	2323213	RER1
12	-	323371	SLC6A12
1	-	232651243	SIPA1L2
12	+	32655040	FGD4
12	+	32832133	DNM1L
1	-	232878461	RP11-66A2.2
12	-	32908887	YARS2
1	-	23291923	LACTBL1
1	+	232940637	MAP10
12	-	33049780	PKP2
1	+	233086369	NTPCR
1	-	23342343	C1orf234
1	-	233431459	PCNXL2
1	+	23345940	KDM1A
1	+	233463513	KIAA1804
12	-	33592754	SYT10
1	+	23370797	MIR3115
1	+	233749749	KCNK1
1	+	233759897	MIR4427
1	+	234040678	SLC35F3
12	+	34175215	ALG10
1	-	2344010	PEX10
1	+	234442212	MIR4671
1	+	234509213	COA6
1	+	234509428	COA6
1	-	234614849	TARBP1
1	-	234667525	RP5-855F14.1
1	-	234745271	IRF2BP2
1	+	234765056	LINC00184
1	+	234859788	LINC01132
12	+	3490514	PRMT8
1	-	23495351	LUZP1
1	-	23521222	HTR1D
1	-	235291252	SNORA14B
1	-	235292256	TOMM20
1	-	235324571	RBM34
1	-	235353431	MIR4753
1	-	235490802	ARID4B
1	-	235491532	ARID4B
1	+	235491752	GGPS1
1	+	235491868	GGPS1
1	+	235530674	TBCE
1	-	235667781	B3GALNT2
1	-	235813293	GNG4
1	-	235814054	GNG4
12	+	3600363	PRMT8
1	-	236016360	MIR1537
1	-	236030227	LYST
1	-	236047008	LYST
1	-	23612011	RP5-1057J7.6
1	-	236228481	NID1
1	+	236305831	GPR137B
1	-	236445339	ERO1LB
1	+	236557679	EDARADD
1	+	236558715	EDARADD
1	+	236681513	LGALS8
1	+	236686738	LGALS8
1	+	236687026	LGALS8
1	-	236687808	LGALS8-AS1
1	-	23670853	HNRNPR
1	-	236767841	HEATR1
1	+	236849753	ACTN2
1	-	23694879	ZNF436
1	+	23695463	C1orf213
1	+	23695710	C1orf213
1	+	236958580	MTR
1	-	23696357	ZNF436
1	-	237167718	MT1HL1
12	-	372039	SLC6A13
1	+	237205701	RYR2
1	-	23751261	TCEA3
1	+	238025474	RP11-193H5.1
1	-	238054222	ZP4
1	-	23810750	ASAP3
1	+	23848421	LOC101928163
1	-	23857712	E2F2
12	-	3862366	EFCAB4B
1	-	238649317	LINC01139
12	+	38710556	ALG10B
1	-	23886285	ID3
12	-	39299420	CPNE8
1	+	23953823	MDS2
1	+	239792372	CHRM3
12	-	3982614	PARP11
12	-	39837192	KIF21A
1	-	239882419	CHRM3-AS2
12	-	40013843	ABCD2
12	+	40019971	C12orf40
1	-	240063172	CHRM3-AS1
1	+	240170823	RPS7P5
1	+	24018268	RPL11
1	+	240255184	FMN2
12	-	40499661	SLC2A13
12	+	40618812	LRRK2
1	+	24069855	TCEB3
1	+	2407753	PLCH2
1	-	240775462	GREM2
12	+	40787195	MUC19
1	-	24104787	RP5-886K2.3
1	+	24104875	PITHD1
12	+	41086243	CNTN1
1	+	24117645	LYPLA2
12	+	41221739	CNTN1
1	-	24126060	GALE
1	-	24127034	GALE
1	-	24127294	GALE
1	+	241295571	MIR3123
12	+	41302158	CNTN1
1	-	24151949	HMGCL
1	-	241520530	RGS7
12	+	41582249	PDZRN4
1	-	241683085	FH
1	+	241695433	KMO
1	-	241799232	CHML
1	-	241803701	OPN3
1	+	241815579	WDR64
12	+	41831540	PDZRN4
1	-	24194859	FUCA1
1	+	242011492	EXO1
1	+	242012032	EXO1
1	+	242121068	BECN1P1
1	-	242162385	MAP1LC3C
1	-	24239817	CNR2
12	-	42538673	GXYLT1
1	+	24255559	MIR378F
1	-	242612784	PLD5
12	-	42632089	YAF2
12	-	42632151	YAF2
12	-	42632154	YAF2
1	-	242687998	PLD5
12	-	42719932	ZCRB1
12	+	42719946	PPHLN1
1	+	24286300	PNRC2
12	-	42877416	PRICKLE1
12	-	42877797	PRICKLE1
12	-	42983572	PRICKLE1
12	-	43040300	RP11-609L23.1
1	-	24306953	SRSF10
1	-	243265046	RP11-261C10.3
1	-	243418708	CEP170
1	+	243419306	SDCCAG8
1	+	243509477	MIR4677
12	+	4382901	CCND2
12	-	43945724	ADAMTS20
1	-	244006584	AKT3
1	-	244006886	AKT3
1	+	244080703	RP11-278H7.1
12	-	44152561	PUS7L
12	-	44152576	PUS7L
12	-	44152620	PUS7L
12	+	44152746	IRAK4
12	-	44200178	TWF1
1	+	244212240	ZBTB18
1	+	244214560	ZBTB18
1	+	244216506	ZBTB18
12	+	44229663	TMEM117
12	+	4430358	C12orf5
1	-	24438665	MYOM3
1	+	244515936	C1orf100
1	-	244615436	ADSS
1	+	244624672	C1orf101
1	-	24469775	IL22RA1
1	+	244816351	DESI2
12	-	4488894	FGF23
1	+	244998638	COX20
1	-	245010243	HNRNPU-AS1
1	-	245027827	HNRNPU
1	+	245133170	EFCAB2
1	+	245133630	EFCAB2
1	-	245134171	LOC101928068
1	-	24513765	IFNLR1
1	+	24526729	RP11-10N16.2
12	-	45269444	NELL2
12	-	45270247	NELL2
12	-	45270633	NELL2
12	-	45307711	NELL2
1	+	245318286	KIF26B
12	-	45444882	DBX2
12	-	45459194	RACGAP1P
12	-	4554780	FGF6
12	-	45581252	RNY5
12	+	45609769	ANO6
12	-	45609789	PLEKHA8P1
12	+	45686465	ANO6
1	-	2458035	PANK4
12	-	46121704	LINC00938
12	+	46123619	ARID2
1	-	2461684	HES5
12	-	46384401	SCAF11
1	+	24645811	GRHL3
1	+	24646055	GRHL3
12	-	4647637	C12orf4
12	+	4647949	RAD51AP1
1	+	24649529	GRHL3
1	-	246580714	SMYD3
12	-	46660278	SLC38A1
12	-	46661770	SLC38A1
12	-	46663208	SLC38A1
1	-	246670644	SMYD3
1	-	246687589	RP11-690C23.2
1	-	246729565	TFB2M
1	+	246729638	CNST
12	-	46766645	SLC38A2
1	+	246887377	SCCPDH
1	+	246952918	LOC149134
12	+	4699237	DYRK4
1	-	247094726	AHCTF1
12	+	4714028	DYRK4
1	-	247171395	ZNF695
12	-	47219780	SLC38A4
1	-	247242115	ZNF670
1	-	247242115	ZNF670-ZNF695
1	-	247267674	ZNF669
1	-	247275719	C1orf229
1	-	247335318	ZNF124
1	-	247365362	MIR3916
1	-	24740262	STPG1
1	-	24741587	STPG1
1	+	247419373	VN1R5
1	+	24742244	NIPAL3
12	+	47473385	PCED1B
12	-	47473734	AMIGO2
1	-	247495045	ZNF496
1	+	247579457	NLRP3
1	+	247581350	NLRP3
12	+	47581594	MIR4698
12	-	4758213	AKAP3
12	+	4758263	NDUFA9
12	-	47610226	PCED1B-AS1
1	-	247615284	OR2B11
1	+	247654369	OR2W5
1	+	247670359	GCSAML
1	+	247681753	GCSAML
1	-	247694106	GCSAML-AS1
1	-	247697141	OR2C3
1	+	247712346	GCSAML
1	+	247751661	OR2G2
1	+	247768887	OR2G3
1	-	247836343	OR13G1
1	-	247876057	OR6F1
1	-	247921708	OR1C1
1	-	247979031	OR14A16
1	-	248005198	OR11L1
1	+	248020500	TRIM58
1	+	248058888	OR2W3
1	+	248084319	OR2T8
12	-	48099844	RPAP3
1	+	248100492	OR2L13
1	+	248112159	OR2L8
12	-	48119355	ENDOU
1	+	248128633	OR2AK2
12	-	48152181	RAPGEF3
12	-	48152244	RAPGEF3
12	-	48152889	RAPGEF3
1	+	248153568	OR2L1P
12	+	48166966	SLC48A1
1	+	248185249	OR2L5
1	+	248201473	OR2L2
12	-	48213763	HDAC7
1	+	248223983	OR2L3
1	+	248285437	OR2M1P
1	+	24828840	RCAN3
1	-	24828850	RCAN3AS
12	-	4829268	RP11-234B24.2
1	+	24829386	RCAN3
12	+	4829751	GALNT8
12	-	48298814	VDR
1	+	248308449	OR2M5
1	+	24834083	RCAN3
1	+	248343287	OR2M2
12	+	48357329	TMEM106C
1	+	248366369	OR2M3
12	-	48398285	COL2A1
1	+	248402230	OR2M4
1	+	24840803	RCAN3
1	-	2484284	LOC115110
1	-	248437116	OR2T33
1	-	248458880	OR2T12
1	-	248487870	OR2M7
12	+	48499655	PFKM
12	-	48499775	SENP1
12	-	48500091	SENP1
1	+	248512076	OR14C36
12	+	48513012	PFKM
12	+	48516429	PFKM
1	+	248524882	OR2T4
12	+	48526579	MIR6505
1	+	248550909	OR2T6
12	-	48551377	ASB8
1	+	248569295	OR2T1
12	+	48577365	CCDC184
12	-	48597075	OR10AD1
1	+	248616098	OR2T2
1	+	248636651	OR2T3
1	+	248651889	OR2T5
1	+	248684947	OR2G6
12	+	48722762	H1FNT
1	-	248722792	OR2T29
1	-	248738058	OR2T34
12	-	48744674	ZNF641
12	-	48745029	ZNF641
1	-	248757069	OR2T10
1	+	2487804	TNFRSF14
1	-	248790429	OR2T11
1	-	248802559	OR2T35
1	-	248814185	OR2T27
1	-	24882515	RP4-594I10.3
1	+	24882566	NCMAP
1	-	2488450	LOC100133445
1	-	248845605	OR14I1
12	+	48866447	ANP32D
12	+	48876285	C12orf54
1	-	248903151	LYPD8
12	+	48919414	OR8S1
12	-	48963829	LALBA
12	-	49048301	SNORA34
12	-	49048313	MIR1291
12	-	49050565	SNORA2A
12	-	49061376	SNORA2B
12	-	49076035	KANSL2
12	-	49110781	CCNT1
1	-	249120154	SH3BP5L
1	+	249120575	MIR3124
12	+	49121217	LINC00935
1	+	249132529	ZNF672
1	-	249153125	ZNF692
1	-	249153315	ZNF692
12	-	49165820	MIR4701
12	-	49177877	ADCY6
12	-	49182820	ADCY6
12	+	49182929	RP11-579D7.4
12	+	49183358	RP11-579D7.4
12	+	4918341	KCNA6
1	+	249200441	PGBD2
12	+	49208214	CACNB3
12	+	49209356	CACNB3
12	+	49212253	CACNB3
12	-	49245957	DDX23
12	-	49259653	RND1
12	+	49297892	CCDC65
12	-	49318664	FKBP11
12	-	49319330	FKBP11
12	-	49351252	ARF3
12	-	49365641	WNT10B
12	+	49372235	WNT1
12	-	49393088	DDN
12	-	49412531	PRKAG1
12	-	49412629	PRKAG1
12	-	49449107	KMT2D
12	-	49463775	RHEBL1
12	-	49488602	DHH
12	-	49504680	LMBR1L
12	-	49525304	TUBA1B
12	-	49583107	TUBA1A
12	+	49658864	TUBA1C
12	+	49688908	PRPH
1	+	24969593	SRRM1
12	+	49716970	TROAP
12	-	49730971	C1QL4
12	+	49741040	DNAJC22
12	+	49760687	SPATS2
12	+	49782956	LOC100335030
12	+	498515	CCDC77
12	-	498621	KDM5A
12	+	49932939	KCNH3
12	-	49960222	MCRS1
12	-	49961928	MCRS1
12	-	49999410	FAM186B
12	-	49999433	FAM186B
12	+	50017196	PRPF40B
12	+	50017402	PRPF40B
12	-	50101197	FMNL3
12	+	50135292	TMBIM6
12	+	50135591	TMBIM6
12	+	5019072	KCNA1
12	-	50222208	NCKAP5L
12	+	50222325	BCDIN3D-AS1
12	-	50236912	BCDIN3D
12	-	50297760	FAIM2
12	-	50305646	RP11-70F11.11
12	+	50305735	RP11-70F11.8
12	+	50344523	AQP2
12	+	50355278	AQP5
12	-	50356566	LOC101927318
12	-	50356705	LOC101927318
12	-	50356707	LOC101927318
12	+	50366619	AQP6
12	-	50419307	RACGAP1
12	+	50451419	ASIC1
12	+	50467367	ASIC1
12	+	50478982	SMARCD1
12	+	50497601	GPD1
12	+	50505763	COX14
12	-	50561316	CERS5
12	-	50595316	LIMA1
12	-	50616488	LIMA1
12	-	50627995	MIR1293
12	-	50677353	LIMA1
1	+	25071759	CLIC4
12	-	50790405	FAM186A
12	+	50794591	LARP4
12	+	50898767	DIP2B
12	+	510740	CCDC77
12	+	51157788	ATF1
12	+	51236700	TMPRSS12
12	+	51318533	METTL7A
12	+	51347781	HIGD1C
12	-	51403053	SLC11A2
12	-	51419924	SLC11A2
12	-	51420199	SLC11A2
12	-	51422058	SLC11A2
12	+	51442081	LETMD1
12	+	51442099	LETMD1
12	-	51477437	CSRNP2
12	-	51477454	CSRNP2
12	+	5153084	KCNA5
12	-	51566926	TFCP2
12	-	51591950	POU6F1
12	-	51611477	POU6F1
12	+	51632507	DAZAP2
12	-	51663994	SMAGP
12	-	51664202	SMAGP
12	-	51717982	BIN2
12	-	51718464	BIN2
12	-	51740463	CELA1
12	+	51785100	SLC4A8
12	-	51785200	GALNT6
1	+	2517898	FAM213B
12	+	51818593	SLC4A8
1	+	2518188	FAM213B
12	+	51818900	SLC4A8
12	+	51985019	SCN8A
12	-	52225701	FIGNL2
12	+	52281792	ANKRD33
12	+	52301201	ACVRL1
12	+	52306112	ACVRL1
12	+	52345450	ACVR1B
12	+	52347163	ACVR1B
12	+	52400728	GRASP
12	+	52404275	GRASP
12	+	52416615	NR4A1
12	+	52445185	NR4A1
1	-	25245907	MIR6731
12	+	52463757	ATG101
1	-	25256770	RUNX3
12	-	52585784	KRT80
12	-	52604639	C12orf80
12	+	52604713	LINC00592
12	+	52626953	KRT7
12	-	52685299	KRT81
12	+	52695648	KRT86
12	-	52715182	KRT83
12	-	52761309	KRT85
12	-	52779417	KRT84
12	-	52800176	KRT82
12	-	52828110	KRT75
12	-	52845910	KRT6B
12	-	52867569	KRT6C
12	-	52887181	KRT6A
12	-	52914243	KRT5
1	-	25291501	RUNX3
12	-	52946931	KRT71
12	-	52967609	KRT74
12	-	52995322	KRT72
12	-	53012343	KRT73
12	-	53045959	KRT2
12	-	53074191	KRT1
12	-	53097247	KRT77
12	-	53171129	KRT76
12	-	53189892	KRT3
12	-	53207900	KRT4
12	-	53228077	KRT79
12	-	53242778	KRT78
12	-	53298868	KRT8
12	-	53320253	KRT8
12	+	53342654	KRT18
12	+	53342842	KRT18
12	-	53343650	KRT8
12	+	53400061	EIF4B
12	+	53440809	TENC1
12	+	53442732	TENC1
12	+	53443834	TENC1
12	-	53448222	RP11-983P16.4
12	+	53450727	MIR6757
12	-	53473204	SPRYD3
12	+	53491435	IGFBP6
12	+	53497273	SOAT2
12	-	53558277	CSAD
12	-	53574430	CSAD
12	+	53574534	ZNF740
12	-	53574693	CSAD
12	-	53601091	ITGB7
12	-	53614197	RARG
12	-	53626040	RARG
12	+	53645369	MFSD5
12	+	53645875	MFSD5
12	+	53662082	ESPL1
12	+	53689234	PFDN5
12	+	53693469	C12orf10
